article_number	structural_index	entity_type	concept	subject	action	object	legal_force	full_text
제32조제5항	[]	DEFINITION	대통령령으로 정하는 기간			5년	DEFINITIONAL	제32조제5항 각 호 외의 부분에서 “대통령령으로 정하는 기간”이란 5년을 말한다. 다만, 금융위원회는 적격성 심사대상의 법령 위반 정도를 고려하여 그 기간을 줄일 수 있다. ⑧ 법
제32조제5항제2호	[]	DEFINITION	대통령령으로 정하는 경우	대통령령으로 정하는 경우	정의한다	각 호	DEFINITIONAL	제32조제5항제2호에서 “대통령령으로 정하는 경우”란 다음 각 호의 어느 하나에 해당하는 경우를 말한다. 다 만, 제2호 및 제3호는 그 사실이 발생한 날부터 1개월 이내에 그 사실이 해소된 경우는 제외한다.<개정 2020. 8. 4.> 1. 제4항제2호나목의 요건을 충족하지 못하는 경우 2. 최근 5년간 부도발생 및 그 밖에 이에 준하는 사유로 인하여 은행거래정지처분을 받은 경우 3. 최근 3년간 「신용정보의 이용 및 보호에 관한 법률」
제25조제2항제1호	[None, None, 25, 1]	REGULATION	등록	종합신용정보집중기관	등록	채무자	MANDATORY	제25조제2항제1호에 따른 종합신용정보집중기관에 금융질 서 문란정보 거래처 또는 약정한 기일내에 채무를 변제하지 아니한 자로 등록된 경우 법제처 20 국가법령정보센터 금융회사의 지배구조에 관한 법률 시행령 ⑨ 금융위원회가 법
제32조제3항	[6, None, 32, 3]	REGULATION	자료 제출	금융회사	제출	자료	MANDATORY	제32조제3항에 따라 해당 금융회사 또는 해당 적격성 심사대상에게 다음 각 호의 구분에 따른 자료 또는 정보의 제출을 요구하는 경우 해당 금융회사 또는 해당 적격성 심사대상은 10영업일 이내에 자료 또는 정보를 제출하여야 하며, 제출하기 어려운 경우에는 그 사유를 소명하여야 한다. 1. 금융회사: 해당 금융회사 또는 그 최대주주 중 최다 출자자 1인인 법인 등의 주주명부, 해당 적격성 심사대상 및 그 특수관계인에 대한 정보 2. 적격성 심사대상: 주식예탁증서, 주식실물 사본, 특수관계인 범위 확인에 필요한 자료 3. 그 밖에 심사에 필요한 자료 또는 정보로서 금융위원회가 정하는 자료 또는 정보 ⑩ 제1항부터 제9항까지에서 규정한 사항 외에 적격성 심사에 필요한 세부사항은 금융위원회가 정하여 고시한다. 제6장 소수주주의 권리행사의 특례
제28조	[]	REGULATION	소수주주권	주식 보유자	행사	소수주주권		제28조(소수주주권의 행사) ① 다음 각 호의 어느 하나의 방법으로 주식을 보유한 자는 법
제33조제1항	[]	REGULATION	주주권 행사	주주	행사	권리	PERMISSIVE	제33조제1항부터 제6항까지 의 규정에 따른 주주의 권리를 행사할 수 있다. 1. 주식의 소유 2. 주주권 행사에 관한 위임장의 취득 3. 주주 2인 이상의 주주권 공동행사 ② 법
제33조제2항	[None, None, 33, 2]	DEFINITION	대통령령으로 정하는 금융회사				DEFINITIONAL	제33조제2항 전단, 같은 조 제3항, 제4항 및 제6항에서 “대통령령으로 정하는 금융회사”란 각각 다음 각 호의 어느 하나에 해당하는 금융회사를 말한다. 1. 최근 사업연도 말 현재 자산총액이 5조원 이상인 은행 2. 최근 사업연도 말 현재 자본금이 1천억원 이상인 금융투자업자 3. 최근 사업연도 말 현재 자산총액이 5조원 이상으로서 자본금이 1천억원 이상인 보험회사 4. 최근 사업연도 말 현재 자산총액이 7천억원 이상인 상호저축은행 5. 최근 사업연도 말 현재 자본금이 1천억원 이상인 신용카드업자 6. 최근 사업연도 말 현재 자산총액이 5조원 이상으로서 최근 사업연도 말 현재 자산총액이 2조원 이상인 자회사를 둘 이상 지배하는 금융지주회사 제7장 처분 및 제재절차
제29조	[]	REGULATION	금융회사에 대한 조치					제29조(금융회사에 대한 조치) 법
제34조제1항제5호	[None, None, 34, 5]	DEFINITION	대통령령으로 정하는 조치				DEFINITIONAL	제34조제1항제5호에서 “대통령령으로 정하는 조치”란 다음 각 호의 어느 하나에 해 당하는 조치를 말한다. 1. 위법행위로 인하여 조치를 받았다는 사실의 공표명령 또는 게시명령 2. 경영이나 업무방법의 개선요구 또는 개선권고 3. 법을 위반한 경우 수사기관에의 고발 또는 통보 제8장 보칙
제30조	[]	REGULATION	업무의 위탁	금융위원회				제30조(업무의 위탁) ① 금융위원회는 법
제40조	[]	REGULATION	업무 위탁		위탁한다	업무	MANDATORY	제40조에 따라 다음 각 호의 업무를 금융감독원장에게 위탁한다. <개정 2017. 10. 17., 2024. 6. 18.> 1. 법
제7조제2항 및 제3항에 따른 보고의 접수 2. 법	[0, 0, 7, 2]	PROCEDURE	보고의 접수	보고	접수		MANDATORY	제7조제2항 및 제3항에 따른 보고의 접수 2. 법
제11조제1항	[]	PROCEDURE	임직원 겸직		심사	임직원 겸직 승인	MANDATORY	제11조제1항 각 호 외의 부분 본문에 따른 임직원 겸직 승인의 심사, 같은 항 각 호 외의 부분 단서에 따른 임 직원 겸직 보고의 접수 3. 법
제11조제2항	[]	PROCEDURE	임원 겸직 보고		접수	임원 겸직 보고	MANDATORY	제11조제2항에 따른 임원 겸직 보고의 접수 4. 법
제20조제3항	[]	REGULATION	보고서 접수	금융회사	접수	보고서	MANDATORY	제20조제3항에 따른 보고서의 접수 법제처 21 국가법령정보센터 금융회사의 지배구조에 관한 법률 시행령 5. 법
제30조제2항	[]	PROCEDURE	임면사실 보고	준법감시인 및 위험관리책임자	접수	임면사실 보고	MANDATORY	제30조제2항에 따른 준법감시인 및 위험관리책임자 임면사실 보고의 접수 5의2.
제30조의3제4항	[]	PROCEDURE	책무구조도		접수	책무구조도	MANDATORY	제30조의3제4항에 따른 책무구조도의 접수 5의3. 법
제30조의3제5항	[30, 3, 5, None]	PROCEDURE	정정 또는 보완 요구	법	정정	책무구조도	MANDATORY	제30조의3제5항에 따른 책무구조도의 기재내용에 대한 정정 또는 보완 요구 6. 법
제31조	[]	PROCEDURE	심사	대주주	심사	변경승인	MANDATORY	제31조제1항 본문에 따른 대주주의 변경승인의 심사, 같은 조 제2항에 따른 승인의 심사 및 같은 조 제5항 전 단에 따른 보고의 접수 7. 법
제32조	[]	PROCEDURE	심사 및 보고의 접수	적격성 심사대상	심사 및 접수	보고	MANDATORY	제32조제1항에 따라 적격성 심사대상이 적격성 유지요건에 부합하는지 여부에 대한 심사 및 같은 조 제2항에 따른 보고의 접수 8. 법
제32조제3항	[]	PROCEDURE	자료 또는 정보 제공	법	제공	자료 또는 정보	MANDATORY	제32조제3항에 따른 자료 또는 정보의 제공 요구 9. 법
제32조제4항	[]	REGULATION	이행 여부 점검	명령	점검	이행 여부	MANDATORY	제32조제4항 각 호 외의 부분에 따른 명령의 이행 여부 점검 10. 법
제34조	[34, 1, 3, None]	REGULATION	조치	제34조제1항제3호 또는 제4호	조치			제34조제1항제3호 또는 제4호의 조치 11. 법
제35조제1항제3호	[]	REGULATION	조치	금융회사	요구	조치	MANDATORY	제35조제1항제3호(해당 금융회사가 상호저축은행인 경우만 해당한다)부터 제5호까지의 조치 및 같은 조 제 2항제2호부터 제5호까지의 조치 요구 11의2. 법
제35조제6항	[]	PROCEDURE	조치 내용 결정		결정	조치 내용	MANDATORY	제35조제6항에 따른 조치 내용의 결정 및 통보[법
제35조제1항제3호	[]	REGULATION	조치 결정 및 통보		결정 및 통보	조치 내용	MANDATORY	제35조제1항제3호(해당 금융회사가 상호저축은행인 경우만 해당한다)부터 제5호까지의 조치 또는 같은 조 제2항제2호부터 제5호까지의 조치 요구를 받았을 것으로 인정되는 경우의 조치 내용의 결정 및 통보에 한정한다] 12. 법
제37조	[]	PROCEDURE	이의신청	법	접수	이의신청	MANDATORY	제37조에 따른 이의신청의 접수 13. 법
제38조제1항	[]	REGULATION	조치 내용 기록·유지·관리		기록·유지·관리·접수·통보	조치 내용·조회요청·조회요청자	MANDATORY	제38조제1항에 따른 조치 내용의 기록ㆍ유지ㆍ관리, 같은 조 제3항에 따른 조회요청의 접수, 같은 조 제4항 에 따른 조회요청자에 대한 통보 14.
제26조제9항	[None, None, 26, 9]	REGULATION	보완 요구		요구	보완	MANDATORY	제26조제9항 전단에 따른 변경승인신청서 내용의 심사 및 같은 항 후단에 따른 변경승인신청서 흠결에 대한 보완 요구 15.
제27조제2항	[]	REGULATION	심사기간 설정		설정	심사기간	MANDATORY	제27조제2항 단서에 따른 심사기간 설정, 같은 조 제9항에 따른 자료 또는 정보의 제출 요구 16.
제29조제2호의 조치 ②	[None, None, 29, 2]	REGULATION	보고	금융감독원장	보고	금융위원회	MANDATORY	제29조제2호의 조치 ② 금융감독원장은 제1항에 따라 위탁받은 업무의 처리 결과를 금융위원회가 정하는 바에 따라 금융위원회에 보고 하여야 한다.
제31조	[]	REGULATION	민감정보 및 개인식별번호의 처리	금융위원회				제31조(민감정보 및 개인식별번호의 처리) 금융위원회(
제30조제1항	[]	PROCEDURE	사무 수행	금융감독원장	수행	사무	MANDATORY	제30조제1항에 따라 금융위원회의 업무를 위탁받은 자를 포함 한다)와 금융감독원장은 다음 각 호의 사무를 수행하기 위하여 불가피한 경우 「개인정보 보호법 시행령」
제18조제 2호	[]	DEFINITION	범죄경력자료에 해당하는 정보	정보	에 해당하다	범죄경력자료	DEFINITIONAL	제18조제 2호에 따른 범죄경력자료에 해당하는 정보, 「신용정보의 이용 및 보호에 관한 법률」
제2조제1호의2가목2	[]	REGULATION	개인식별번호가 포함된 자료 처리	자료	처리할 수 있다		PERMISSIVE	제2조제1호의2가목2)에 따른 개인식별번호가 포함된 자료를 처리할 수 있다.
제5조에 따른 임원의 자격요건 확인에 관한 사무 2. 법	[]	CONCEPT	자격요건 확인				DEFINITIONAL	제5조에 따른 임원의 자격요건 확인에 관한 사무 2. 법
제6조	[]	PROCEDURE	자격요건 확인	사외이사	확인	자격요건	MANDATORY	제6조에 따른 사외이사의 자격요건 확인에 관한 사무 3. 법
제7조에 따른 임원의 자격요건 적합 여부 보고에 관한 사무 4	[]	DEFINITION	임원 자격요건 적합 여부 보고	임원	보고	자격요건 적합 여부		제7조에 따른 임원의 자격요건 적합 여부 보고에 관한 사무 4. 법
제10조	[]	CONCEPT	임직원의 겸직제한	임직원			DEFINITIONAL	제10조에 따른 임직원의 겸직제한에 관한 사무 5. 법
제11조	[]	REGULATION	임직원 겸직 승인 및 보고	임직원	승인 및 보고	사무	MANDATORY	제11조에 따른 임직원의 겸직 승인 및 보고 등에 관한 사무 6. 법
제19조에 따른 감사위원의 자격요건 확인 등에 관한 사무 7. 법	[]	PROCEDURE	자격요건 확인	감사위원	확인	자격요건	MANDATORY	제19조에 따른 감사위원의 자격요건 확인 등에 관한 사무 7. 법
제24조	[]							
Unknown	[]	REGULATION	Unknown					제25조,
제26조	[]	REGULATION	내부통제기준 준수 여부 확인	기관	확인	내부통제기준	MANDATORY	제26조에 따른 내부통제기준의 준수 여부 확인, 준법감시인의 임면과 자격요건 확인 등에 관 한 사무 8. 법
제27조	[]							
제28조	[]	REGULATION	위험관리기준 준수 확인		확인	위험관리기준	MANDATORY	제28조에 따른 위험관리기준의 준수 여부 확인, 위험관리책임자의 임면 등에 관한 사무 9. 법
제30조제2항	[]	REGULATION	보고					제30조제2항에 따른 보고에 관한 사무 10. 법
제31조	[]	CONCEPT	대주주 변경승인					제31조에 따른 대주주 변경승인 등에 관한 사무 11. 법
제32조	[]	PROCEDURE	자격 심사	사무		자격 심사	MANDATORY	제32조에 따른 최대주주의 자격 심사 등에 관한 사무 12. 법
제34조	[]	REGULATION	조치	금융회사		사무		제34조에 따른 금융회사에 대한 조치에 관한 사무 13. 법
제35조	[]	PROCEDURE	제재조치	법제처	통보	조치 내용	MANDATORY	제35조에 따른 임직원에 대한 제재조치 및 퇴임한 임원 또는 퇴직한 직원에 대한 조치 내용의 통보에 관한 사무 법제처 22 국가법령정보센터 금융회사의 지배구조에 관한 법률 시행령 14. 법
제36조	[]	PROCEDURE	청문					제36조에 따른 청문에 관한 사무 15. 법
제37조	[]	PROCEDURE	이의신청		이의신청	법	MANDATORY	제37조에 따른 이의신청에 관한 사무 16. 법
제38조	[]	CONCEPT	조치 내용 기록 및 유지관리				DEFINITIONAL	제38조에 따른 조치 내용의 기록 및 유지ㆍ관리 등에 관한 사무 17. 법
제39조	[]	PROCEDURE	이행강제금 부과		부과	이행강제금		제39조에 따른 이행강제금의 부과 등에 관한 사무 [제목개정 2022. 12. 20.]
제32조	[]	REGULATION	공시	금융회사				제32조(공시) 금융회사는 법
제41조제1항	[None, None, 41, 1]	REGULATION	공시	금융회사	공시	공시사항	MANDATORY	제41조제1항에 따라 다음 각 호의 사항을 주주총회가 종료된 날부터 7영업일 이내에 해당 금융회사의 인터넷 홈페이지를 통하여 공시하여야 한다. 1. 주주의 참석률 2. 안건별 찬반 주식 수 비율 3. 발행주식 총수, 의결권 행사 주식 수
제33조	[]							제33조 삭제 <2026. 3. 24.> 제9장 벌칙
제34조	[]	REGULATION	과태료의 부과기준					제34조(과태료의 부과기준) 법
제43조	[]	DEFINITION	과태료 부과기준	과태료 부과기준	다	별표 2	DEFINITIONAL	제43조제1항부터 제3항까지의 규정에 따른 과태료의 부과기준은 별표 2와 같다.
